node1,node2,CN,JC,AA,RA,PA,label
84680,228672,1,0.16666666666666666,1.4426950408889634,0.5,10,1
54217,54222,1,0.047619047619047616,0.7213475204444817,0.25,57,1
78,11991,3,0.041666666666666664,0.997735069388018,0.1562770562770563,756,1
6929,86968,0,0.0,0,0,19,1
2670,63049,0,0.0,0,0,84,1
40228,14957,0,0.0,0,0,54,1
217199,24755,0,0.0,0,0,2,1
70731,7960,0,0.0,0,0,8,1
41566,128773,3,0.6,2.6867424682111345,0.8833333333333333,16,1
395440,27800,1,0.058823529411764705,0.7213475204444817,0.25,32,1
22051,64964,1,0.1,0.5138983423697507,0.14285714285714285,18,1
49089,49137,2,0.18181818181818182,2.164042561333445,0.75,30,1
13808,95181,0,0.0,0,0,630,1
3998,150857,1,0.0020161290322580645,0.24136313830927508,0.015873015873015872,990,1
2417,27295,0,0.0,0,0,303,1
32997,10309,0,0.0,0,0,3,1
111780,196360,0,0.0,0,0,20,1
3998,51715,1,0.002008032128514056,0.18701699830334648,0.004761904761904762,1980,1
35354,39244,0,0.0,0,0,12,1
11507,60510,2,0.4,1.631586747071319,0.5833333333333333,12,1
11339,19178,0,0.0,0,0,120,1
2055,30622,0,0.0,0,0,34,1
6940,56022,1,0.006666666666666667,0.25973030217227155,0.02127659574468085,870,1
349,60854,0,0.0,0,0,178,1
8396,23940,2,0.10526315789473684,0.4165480594277231,0.017582417582417582,104,1
511,546,1,0.0125,0.18701699830334648,0.004761904761904762,234,1
3998,138770,0,0.0,0,0,495,1
4446,81051,1,0.14285714285714285,1.4426950408889634,0.5,15,1
418,63344,0,0.0,0,0,16,1
13099,25766,0,0.0,0,0,6,1
396,172167,0,0.0,0,0,70,1
44995,49179,0,0.0,0,0,28,1
11341,54713,0,0.0,0,0,12,1
6241,162152,0,0.0,0,0,141,1
202609,72112,0,0.0,0,0,9,1
210922,28063,0,0.0,0,0,9,1
131490,34519,0,0.0,0,0,12,1
92584,193262,0,0.0,0,0,5,1
2417,137648,0,0.0,0,0,606,1
335,68222,0,0.0,0,0,27,1
36634,4259,0,0.0,0,0,84,1
13808,14957,9,0.039473684210526314,3.1129752765151455,0.6272392637280344,5670,1
11597,12904,2,0.25,1.7461081164312424,0.537037037037037,24,1
3998,30355,0,0.0,0,0,990,1
42172,64906,3,0.10714285714285714,2.0447319394204793,0.5783730158730158,234,1
34838,11991,0,0.0,0,0,252,1
35109,53285,1,0.1,1.4426950408889634,0.5,18,1
2417,11876,1,0.003205128205128205,0.18701699830334648,0.004761904761904762,3030,1
67998,109629,0,0.0,0,0,2,1
13808,17188,0,0.0,0,0,420,1
35570,203863,0,0.0,0,0,4,1
73037,54217,1,0.25,0.7213475204444817,0.25,6,1
1999,5897,1,0.125,1.4426950408889634,0.5,14,1
112310,96035,0,0.0,0,0,1,1
2417,101238,0,0.0,0,0,1212,1
41692,26386,3,0.42857142857142855,1.7978020683175124,0.5611111111111111,24,1
197552,209404,0,0.0,0,0,3,1
200864,153268,0,0.0,0,0,1,1
14588,83946,1,0.03333333333333333,0.5138983423697507,0.14285714285714285,168,1
33175,485,0,0.0,0,0,13,1
10667,26122,0,0.0,0,0,3,1
66829,5113,0,0.0,0,0,30,1
58074,58210,3,0.21428571428571427,1.6666136647009697,0.5114942528735632,70,1
6241,77574,0,0.0,0,0,141,1
196143,130622,0,0.0,0,0,15,1
39362,30493,1,0.2,1.4426950408889634,0.5,8,1
16783,95089,0,0.0,0,0,154,1
35248,95836,1,0.07692307692307693,0.24136313830927508,0.015873015873015872,24,1
8321,74373,1,0.029411764705882353,0.5138983423697507,0.14285714285714285,96,1
2177,429995,0,0.0,0,0,95,1
110370,282514,0,0.0,0,0,4,1
3369,250519,1,0.07692307692307693,0.6213349345596119,0.2,33,1
3998,286240,0,0.0,0,0,495,1
37001,26072,1,0.2,0.9102392266268373,0.3333333333333333,8,1
2656,18665,1,0.14285714285714285,0.9102392266268373,0.3333333333333333,12,1
349,1301,1,0.005555555555555556,0.29120667621996243,0.03225806451612903,534,1
2417,15894,0,0.0,0,0,606,1
519,120575,1,0.006993006993006993,0.6213349345596119,0.2,284,1
55767,92584,1,0.16666666666666666,0.3396232718951086,0.05263157894736842,10,1
66632,11135,0,0.0,0,0,20,1
73496,54222,1,0.045454545454545456,0.9102392266268373,0.3333333333333333,76,1
2671,9849,0,0.0,0,0,28,1
1988,36880,0,0.0,0,0,299,1
10745,110170,0,0.0,0,0,22,1
149702,28476,0,0.0,0,0,63,1
3726,151539,0,0.0,0,0,18,1
35376,64484,1,0.011235955056179775,0.6213349345596119,0.2,261,1
349,180734,1,0.005434782608695652,0.9102392266268373,0.3333333333333333,1246,1
16783,23696,0,0.0,0,0,77,1
394335,4730,0,0.0,0,0,7,1
98319,810,0,0.0,0,0,21,1
75743,93751,0,0.0,0,0,5,1
223324,31617,2,0.5,1.8204784532536746,0.6666666666666666,9,1
133812,114159,2,0.16666666666666666,0.9609582064547204,0.25263157894736843,49,1
2143,16328,0,0.0,0,0,8,1
3998,267771,0,0.0,0,0,990,1
143861,91381,0,0.0,0,0,2,1
1276,219536,0,0.0,0,0,122,1
77579,14577,2,0.019230769230769232,0.4684813875175098,0.03070607553366174,960,1
485,242707,0,0.0,0,0,39,1
4537,75245,0,0.0,0,0,2,1
35376,63882,0,0.0,0,0,174,1
99532,4259,0,0.0,0,0,252,1
519,344642,0,0.0,0,0,142,1
6241,141119,0,0.0,0,0,47,1
84221,26139,0,0.0,0,0,29,1
7569,209683,1,0.05555555555555555,0.1754249449407652,0.0033444816053511705,34,1
378,46783,0,0.0,0,0,5,1
330267,3998,0,0.0,0,0,495,1
519,42791,0,0.0,0,0,426,1
7501,49378,0,0.0,0,0,34,1
68000,78239,0,0.0,0,0,1,1
76657,117319,0,0.0,0,0,3,1
519,2011,1,0.006993006993006993,0.5581106265512472,0.16666666666666666,284,1
23205,26158,0,0.0,0,0,82,1
264657,6080,0,0.0,0,0,18,1
2014,3414,0,0.0,0,0,164,1
43986,57184,2,0.5,1.6436300419874192,0.506896551724138,9,1
349,39464,0,0.0,0,0,712,1
2177,50300,0,0.0,0,0,95,1
33969,5313,1,0.125,0.5581106265512472,0.16666666666666666,18,1
41118,126884,0,0.0,0,0,1,1
181577,62542,0,0.0,0,0,30,1
875,80749,1,0.125,0.28853900817779266,0.03125,18,1
81185,186626,0,0.0,0,0,1,1
42736,77767,0,0.0,0,0,2,1
7583,175562,0,0.0,0,0,4,1
79100,20975,0,0.0,0,0,4,1
10376,241776,1,0.25,0.4170323914242463,0.09090909090909091,6,1
40239,43442,0,0.0,0,0,4,1
38264,62333,0,0.0,0,0,1,1
208183,87270,0,0.0,0,0,1,1
79021,14577,0,0.0,0,0,192,1
271537,126272,0,0.0,0,0,8,1
5741,154869,1,0.1111111111111111,0.9102392266268373,0.3333333333333333,24,1
349,157837,1,0.00558659217877095,0.29120667621996243,0.03225806451612903,356,1
12177,48259,0,0.0,0,0,2,1
2177,2662,3,0.02142857142857143,2.164042561333445,0.75,4560,1
14588,116323,2,0.06451612903225806,0.8241657271545318,0.17692307692307693,216,1
2417,306045,0,0.0,0,0,606,1
2288,93299,0,0.0,0,0,16,1
7067,21741,1,0.07692307692307693,0.6213349345596119,0.2,40,1
3998,78653,1,0.002004008016032064,0.20815895490223127,0.00819672131147541,2475,1
6940,50335,1,0.00684931506849315,0.2239186238120062,0.011494252873563218,290,1
32802,20920,1,0.058823529411764705,0.20093500109845577,0.006896551724137931,32,1
5568,13804,0,0.0,0,0,3,1
13808,157994,0,0.0,0,0,420,1
8321,450462,0,0.0,0,0,32,1
5006,158044,0,0.0,0,0,2,1
135702,352288,1,0.1,0.22509081678177853,0.011764705882352941,28,1
14625,80861,0,0.0,0,0,16,1
42643,29948,0,0.0,0,0,10,1
511,29588,2,0.024390243902439025,0.9617966939259757,0.25,468,1
519,7856,0,0.0,0,0,142,1
79662,51524,1,0.3333333333333333,0.9102392266268373,0.3333333333333333,4,1
133047,14602,1,0.038461538461538464,0.43429448190325176,0.1,50,1
33969,13421,1,0.14285714285714285,0.5581106265512472,0.16666666666666666,12,1
135216,28476,0,0.0,0,0,63,1
529,556,0,0.0,0,0,14,1
177829,14577,0,0.0,0,0,288,1
91268,26398,0,0.0,0,0,44,1
36982,54292,2,0.11764705882352941,0.45462187790615516,0.02458521870286576,90,1
2288,380767,0,0.0,0,0,80,1
43633,254870,1,0.3333333333333333,0.161171841453854,0.00202020202020202,4,1
9912,49225,0,0.0,0,0,10,1
6928,92507,0,0.0,0,0,1,1
74036,46754,4,0.19047619047619047,4.705868535031602,1.6666666666666665,136,1
2014,109527,0,0.0,0,0,328,1
133145,31436,1,0.3333333333333333,0.7213475204444817,0.25,4,1
8184,9635,0,0.0,0,0,1,1
6940,30225,5,0.03184713375796178,2.35119244254427,0.6262128675921779,2465,1
511,132182,1,0.012195121951219513,0.5581106265512472,0.16666666666666666,390,1
3637,9100,0,0.0,0,0,18,1
8321,16699,4,0.11428571428571428,4.705868535031602,1.6666666666666665,224,1
14050,63469,0,0.0,0,0,1,1
33476,31858,0,0.0,0,0,10,1
35738,95330,0,0.0,0,0,14,1
11991,407912,1,0.015625,0.161171841453854,0.00202020202020202,126,1
296637,390830,0,0.0,0,0,8,1
3998,90804,0,0.0,0,0,990,1
679,15594,0,0.0,0,0,26,1
428447,54258,0,0.0,0,0,45,1
14957,26398,2,0.028985507246376812,0.4165480594277231,0.017582417582417582,1188,1
9682,118990,0,0.0,0,0,8,1
65572,3972,0,0.0,0,0,124,1
78004,20525,0,0.0,0,0,6,1
6693,196143,0,0.0,0,0,15,1
7525,64919,0,0.0,0,0,3,1
13808,21979,4,0.0182648401826484,2.8122482510877873,0.8458188153310104,2730,1
1988,29493,0,0.0,0,0,1495,1
23337,90520,0,0.0,0,0,2,1
4630,7960,0,0.0,0,0,16,1
76596,16120,0,0.0,0,0,1,1
9800,24905,0,0.0,0,0,1,1
309547,54258,2,0.1,0.4332497716840098,0.019961427193828353,105,1
8396,13808,12,0.05687203791469194,9.096370345734389,2.870078577336642,2730,1
213,200782,0,0.0,0,0,176,1
133434,6668,0,0.0,0,0,10,1
10685,25886,0,0.0,0,0,8,1
2288,275111,0,0.0,0,0,48,1
3308,9997,0,0.0,0,0,1,1
3998,168586,0,0.0,0,0,495,1
2417,150140,0,0.0,0,0,909,1
16783,118150,0,0.0,0,0,154,1
511,220514,1,0.012658227848101266,0.6213349345596119,0.2,156,1
66076,1276,0,0.0,0,0,122,1
10191,18484,0,0.0,0,0,2,1
13123,13808,0,0.0,0,0,1050,1
109175,50244,1,0.1,0.26425736993644544,0.022727272727272728,30,1
13620,161807,0,0.0,0,0,6,1
50361,257238,0,0.0,0,0,10,1
1988,216369,0,0.0,0,0,897,1
1880,73433,1,0.05,0.22509081678177853,0.011764705882352941,38,1
3604,149700,0,0.0,0,0,170,1
9021,50270,0,0.0,0,0,88,1
2417,179753,0,0.0,0,0,909,1
2668,63904,0,0.0,0,0,24,1
123413,61797,1,0.25,0.17501693446983854,0.0033003300330033004,6,1
875,8321,4,0.11764705882352941,4.516976828849246,1.5833333333333333,192,1
110903,21949,2,0.06451612903225806,0.4909056529384869,0.03405483405483405,162,1
8992,85408,0,0.0,0,0,7,1
53285,53354,0,0.0,0,0,9,1
5508,380767,0,0.0,0,0,20,1
32972,301917,2,0.046511627906976744,0.42002433391257066,0.017313218390804595,126,1
1880,4665,3,0.05,0.9071366180117096,0.13507093894468356,836,1
131372,20050,0,0.0,0,0,3,1
519,123517,1,0.006944444444444444,0.6213349345596119,0.2,426,1
5204,81422,0,0.0,0,0,11,1
33269,7279,0,0.0,0,0,3,1
99021,6940,1,0.006802721088435374,0.25973030217227155,0.02127659574468085,435,1
49540,352416,0,0.0,0,0,4,1
293510,31443,0,0.0,0,0,45,1
42172,13808,2,0.008849557522123894,0.42542921139029943,0.024747474747474747,3780,1
139170,90559,1,0.3333333333333333,1.4426950408889634,0.5,4,1
229843,8299,0,0.0,0,0,1,1
6429,186674,0,0.0,0,0,8,1
303072,85042,0,0.0,0,0,9,1
3998,47759,2,0.003992015968063872,1.631586747071319,0.5833333333333333,3960,1
3998,182011,1,0.002008032128514056,0.2969742043733701,0.034482758620689655,1980,1
4537,235763,0,0.0,0,0,2,1
50901,83946,0,0.0,0,0,308,1
66352,103658,1,0.3333333333333333,1.4426950408889634,0.5,4,1
35376,339819,0,0.0,0,0,174,1
329158,4259,0,0.0,0,0,168,1
66977,71619,0,0.0,0,0,16,1
3027,46328,0,0.0,0,0,20,1
67666,6940,1,0.006756756756756757,0.35295612386476116,0.058823529411764705,580,1
1988,53575,1,0.0032679738562091504,0.9102392266268373,0.3333333333333333,2392,1
165950,13416,0,0.0,0,0,12,1
519,107639,0,0.0,0,0,142,1
2417,428492,0,0.0,0,0,606,1
131716,52087,0,0.0,0,0,29,1
1988,137587,0,0.0,0,0,897,1
66669,58315,1,0.1111111111111111,0.2269261879165124,0.012195121951219513,16,1
3998,221430,0,0.0,0,0,990,1
8711,56449,0,0.0,0,0,6,1
36417,90793,1,0.125,0.9102392266268373,0.3333333333333333,20,1
39879,11077,0,0.0,0,0,6,1
2060,150781,1,0.07692307692307693,0.9102392266268373,0.3333333333333333,24,1
1988,191108,0,0.0,0,0,897,1
47809,190538,1,0.14285714285714285,0.26425736993644544,0.022727272727272728,12,1
16188,261343,0,0.0,0,0,184,1
1988,50599,0,0.0,0,0,299,1
37532,82214,0,0.0,0,0,71,1
3298,177881,0,0.0,0,0,3,1
213,127814,0,0.0,0,0,88,1
57958,287370,1,0.125,0.9102392266268373,0.3333333333333333,18,1
328550,62542,0,0.0,0,0,30,1
55955,257908,0,0.0,0,0,27,1
5375,57032,0,0.0,0,0,8,1
3604,92153,2,0.021505376344086023,0.4724163248386767,0.03092399403874814,850,1
101151,71142,0,0.0,0,0,4,1
233404,47759,0,0.0,0,0,40,1
117488,63511,0,0.0,0,0,8,1
5281,58283,1,0.03571428571428571,0.36067376022224085,0.0625,78,1
28476,65232,0,0.0,0,0,63,1
34519,117424,0,0.0,0,0,36,1
34049,45790,0,0.0,0,0,3,1
2670,49071,0,0.0,0,0,63,1
268455,52087,0,0.0,0,0,29,1
1298,41792,0,0.0,0,0,30,1
101783,11891,0,0.0,0,0,24,1
11267,50967,0,0.0,0,0,56,1
2042,406454,0,0.0,0,0,4,1
2014,13603,2,0.021739130434782608,2.0008056674402104,0.6666666666666666,984,1
10436,10438,1,0.25,1.4426950408889634,0.5,6,1
2417,27466,0,0.0,0,0,303,1
213,220962,0,0.0,0,0,396,1
98433,2014,0,0.0,0,0,164,1
2149,2177,0,0.0,0,0,190,1
10339,13808,3,0.014084507042253521,0.7224034157636695,0.0592302333681644,1260,1
23,136955,1,0.2,0.6213349345596119,0.2,9,1
35376,55126,1,0.010869565217391304,0.1754249449407652,0.0033444816053511705,522,1
2662,70726,1,0.0196078431372549,0.21959311237518594,0.010526315789473684,192,1
2417,45250,2,0.006557377049180328,1.8204784532536746,0.6666666666666666,1212,1
35481,74247,0,0.0,0,0,4,1
79105,26398,0,0.0,0,0,264,1
60512,62841,0,0.0,0,0,12,1
5160,74372,0,0.0,0,0,20,1
69786,11991,1,0.015384615384615385,0.9102392266268373,0.3333333333333333,189,1
71221,60049,0,0.0,0,0,2,1
19178,28951,1,0.03571428571428571,0.1754249449407652,0.0033444816053511705,190,1
109479,27145,0,0.0,0,0,20,1
11267,11991,0,0.0,0,0,882,1
5208,77190,1,0.045454545454545456,0.5581106265512472,0.16666666666666666,60,1
164316,14957,0,0.0,0,0,27,1
74573,26139,0,0.0,0,0,29,1
9964,43440,0,0.0,0,0,172,1
4602,9645,0,0.0,0,0,4,1
5319,5322,2,0.5,1.6038668823428175,0.502020202020202,9,1
7020,27864,0,0.0,0,0,80,1
14577,159275,0,0.0,0,0,192,1
15209,22651,1,0.3333333333333333,1.4426950408889634,0.5,4,1
4741,115867,1,0.2,0.2969742043733701,0.034482758620689655,8,1
1988,15521,1,0.003289473684210526,0.20815895490223127,0.00819672131147541,1794,1
110700,16783,0,0.0,0,0,77,1
349,11004,0,0.0,0,0,356,1
1276,29800,0,0.0,0,0,122,1
202812,211753,1,0.08333333333333333,0.31066746727980593,0.04,30,1
519,127814,0,0.0,0,0,284,1
349,2485,0,0.0,0,0,356,1
272834,95148,0,0.0,0,0,1,1
53255,22630,0,0.0,0,0,8,1
231955,16783,0,0.0,0,0,154,1
216205,97271,0,0.0,0,0,3,1
9704,110170,3,0.1,0.7145676418883209,0.04682132159667461,242,1
3604,14907,7,0.06862745098039216,4.966597723287712,1.5774949669255103,2040,1
349,198164,0,0.0,0,0,178,1
37532,368402,1,0.0136986301369863,0.9102392266268373,0.3333333333333333,213,1
49591,49610,1,0.09090909090909091,0.4170323914242463,0.09090909090909091,20,1
137653,25437,2,0.4,1.631586747071319,0.5833333333333333,12,1
3998,24797,0,0.0,0,0,495,1
65634,131992,1,0.25,0.3898712452512801,0.07692307692307693,6,1
213,66209,0,0.0,0,0,220,1
23399,90474,1,0.08333333333333333,0.31465798044412485,0.041666666666666664,36,1
13808,81992,1,0.004739336492890996,0.161171841453854,0.00202020202020202,420,1
73005,12606,0,0.0,0,0,6,1
2994,101783,0,0.0,0,0,68,1
202293,351895,0,0.0,0,0,3,1
13808,114260,0,0.0,0,0,420,1
299850,22051,1,0.1,0.2269261879165124,0.012195121951219513,18,1
3998,386671,0,0.0,0,0,990,1
46754,128799,1,0.05263157894736842,0.48089834696298783,0.125,51,1
4515,94406,0,0.0,0,0,2,1
4259,64892,0,0.0,0,0,168,1
9704,13798,2,0.03076923076923077,0.488875620439577,0.03491655969191271,990,1
5208,5214,0,0.0,0,0,60,1
10458,23181,0,0.0,0,0,8,1
79084,16783,0,0.0,0,0,77,1
36121,61271,0,0.0,0,0,2,1
53361,120681,0,0.0,0,0,2,1
8740,9021,1,0.022222222222222223,1.4426950408889634,0.5,88,1
2177,13798,2,0.014492753623188406,0.5927979612130635,0.06984478935698449,4275,1
875,24563,1,0.14285714285714285,0.28853900817779266,0.03125,12,1
38673,65411,0,0.0,0,0,3,1
3533,3604,0,0.0,0,0,1105,1
14971,50541,0,0.0,0,0,1,1
37820,42422,0,0.0,0,0,16,1
2662,15458,0,0.0,0,0,192,1
55538,156668,0,0.0,0,0,5,1
3998,80440,0,0.0,0,0,495,1
39642,12937,2,0.11764705882352941,2.352934267515801,0.8333333333333333,48,1
176817,14825,0,0.0,0,0,8,1
2153,61479,0,0.0,0,0,2,1
3998,15493,1,0.002004008016032064,0.20815895490223127,0.00819672131147541,2475,1
6241,274344,0,0.0,0,0,47,1
68592,22788,1,0.1111111111111111,0.48089834696298783,0.125,16,1
135041,6551,0,0.0,0,0,8,1
80799,52893,0,0.0,0,0,2,1
3193,214014,0,0.0,0,0,2,1
68,11891,0,0.0,0,0,18,1
810,35505,0,0.0,0,0,35,1
329425,60021,0,0.0,0,0,26,1
1988,433248,0,0.0,0,0,598,1
3998,4796,1,0.002012072434607646,0.30341307554227914,0.037037037037037035,1485,1
3472,61207,0,0.0,0,0,6,1
13811,96413,0,0.0,0,0,5,1
349,47868,0,0.0,0,0,178,1
52212,26361,0,0.0,0,0,8,1
32972,64994,2,0.046511627906976744,0.42002433391257066,0.017313218390804595,126,1
1880,58288,1,0.05,0.22509081678177853,0.011764705882352941,38,1
52135,52897,0,0.0,0,0,16,1
7307,42432,0,0.0,0,0,3,1
9704,207707,0,0.0,0,0,22,1
77515,62363,0,0.0,0,0,2,1
75083,52087,0,0.0,0,0,261,1
36861,51285,0,0.0,0,0,8,1
73357,13633,3,0.15,1.8565807973738442,0.5928571428571429,76,1
79118,29233,0,0.0,0,0,10,1
519,112555,0,0.0,0,0,142,1
69891,108151,0,0.0,0,0,20,1
67517,4741,0,0.0,0,0,24,1
106596,81102,1,0.2,0.7213475204444817,0.25,9,1
287370,95225,1,0.2,0.5581106265512472,0.16666666666666666,9,1
6241,22240,0,0.0,0,0,282,1
35216,317838,0,0.0,0,0,7,1
1988,88513,0,0.0,0,0,598,1
519,195462,0,0.0,0,0,426,1
511,22555,1,0.012658227848101266,0.18701699830334648,0.004761904761904762,156,1
26,81405,1,0.021739130434782608,0.1929837459041747,0.0056179775280898875,496,1
349,202225,0,0.0,0,0,356,1
276492,14577,0,0.0,0,0,192,1
264543,64906,0,0.0,0,0,26,1
2417,14222,0,0.0,0,0,303,1
329362,108410,0,0.0,0,0,2,1
206392,26139,0,0.0,0,0,58,1
103759,15210,0,0.0,0,0,55,1
254556,32098,0,0.0,0,0,2,1
349,86520,0,0.0,0,0,356,1
11039,16304,0,0.0,0,0,12,1
26486,322141,0,0.0,0,0,4,1
13808,51247,1,0.004694835680751174,0.3898712452512801,0.07692307692307693,840,1
69746,108022,0,0.0,0,0,1,1
38040,322232,0,0.0,0,0,6,1
66977,223789,0,0.0,0,0,12,1
2662,43183,0,0.0,0,0,48,1
14957,113798,0,0.0,0,0,27,1
3998,150264,1,0.002012072434607646,0.45511961331341866,0.1111111111111111,1485,1
166658,8767,0,0.0,0,0,44,1
133812,47518,1,0.1,0.2769378934088574,0.02702702702702703,28,1
34333,25006,1,0.125,0.3898712452512801,0.07692307692307693,20,1
73496,54217,2,0.4,1.782318312784072,0.5526315789473684,12,1
144099,144100,1,0.25,1.4426950408889634,0.5,6,1
404953,16783,0,0.0,0,0,231,1
7418,148951,0,0.0,0,0,1,1
75721,93502,0,0.0,0,0,76,1
2055,405147,1,0.027777777777777776,0.45511961331341866,0.1111111111111111,102,1
16783,288278,0,0.0,0,0,154,1
5155,39564,2,0.09523809523809523,0.550936978392234,0.053534660260809885,102,1
87761,128783,0,0.0,0,0,3,1
800,165283,1,0.25,0.5138983423697507,0.14285714285714285,6,1
81405,25014,1,0.05555555555555555,0.43429448190325176,0.1,48,1
638,810,0,0.0,0,0,21,1
2014,78223,0,0.0,0,0,164,1
84112,93502,6,0.24,4.1131668401140695,1.361111111111111,228,1
55108,97271,1,0.25,1.4426950408889634,0.5,6,1
49129,27800,3,0.17647058823529413,3.1923177582080617,1.0384615384615383,64,1
197986,69032,1,0.08333333333333333,1.4426950408889634,0.5,42,1
427152,427153,0,0.0,0,0,1,1
14945,25907,1,0.05555555555555555,0.1754249449407652,0.0033444816053511705,88,1
511,69583,0,0.0,0,0,156,1
13808,88843,1,0.004739336492890996,0.45511961331341866,0.1111111111111111,420,1
9964,31168,0,0.0,0,0,86,1
9914,11691,0,0.0,0,0,7,1
109479,60512,0,0.0,0,0,30,1
235473,6940,1,0.006802721088435374,0.2239186238120062,0.011494252873563218,435,1
46117,163001,0,0.0,0,0,40,1
3604,219490,0,0.0,0,0,85,1
2014,370290,0,0.0,0,0,164,1
3998,9497,0,0.0,0,0,495,1
80087,18086,0,0.0,0,0,18,1
2417,102491,0,0.0,0,0,1515,1
218481,127376,0,0.0,0,0,1,1
72108,257993,0,0.0,0,0,12,1
4528,40163,1,0.16666666666666666,1.4426950408889634,0.5,10,1
51715,57140,0,0.0,0,0,4,1
3998,39420,2,0.00398406374501992,1.1795217346912283,0.35772357723577236,4455,1
107278,62408,1,0.2,1.4426950408889634,0.5,9,1
3634,5281,1,0.037037037037037035,0.36067376022224085,0.0625,52,1
8591,8946,0,0.0,0,0,2,1
46710,454328,0,0.0,0,0,10,1
33476,50216,0,0.0,0,0,20,1
6940,61006,0,0.0,0,0,145,1
133812,260659,2,0.2,0.8535216142648594,0.19548872180451127,35,1
6698,22512,1,0.07692307692307693,0.6213349345596119,0.2,33,1
67774,37351,0,0.0,0,0,4,1
14602,284404,1,0.037037037037037035,0.43429448190325176,0.1,75,1
49577,58435,0,0.0,0,0,8,1
46117,95324,0,0.0,0,0,20,1
3998,16945,0,0.0,0,0,495,1
5208,77231,1,0.047619047619047616,0.5581106265512472,0.16666666666666666,40,1
67157,7501,0,0.0,0,0,34,1
15979,84805,0,0.0,0,0,2,1
46754,194588,0,0.0,0,0,34,1
74465,46985,0,0.0,0,0,6,1
698,3361,0,0.0,0,0,10,1
5843,81181,1,0.08333333333333333,0.20178266682373375,0.007042253521126761,30,1
3998,306882,0,0.0,0,0,495,1
1988,377484,0,0.0,0,0,598,1
72269,74006,0,0.0,0,0,3,1
2417,191771,0,0.0,0,0,606,1
37430,29767,0,0.0,0,0,3,1
6644,317321,1,0.06666666666666667,0.9102392266268373,0.3333333333333333,28,1
14577,118514,0,0.0,0,0,192,1
128,3571,0,0.0,0,0,39,1
3998,52771,0,0.0,0,0,495,1
132937,8767,0,0.0,0,0,22,1
1988,15458,0,0.0,0,0,1196,1
34287,19872,0,0.0,0,0,2,1
25339,26289,1,0.16666666666666666,0.9102392266268373,0.3333333333333333,12,1
1988,336005,0,0.0,0,0,1196,1
9914,50910,0,0.0,0,0,35,1
14577,162396,1,0.010309278350515464,0.20093500109845577,0.006896551724137931,192,1
66166,117892,0,0.0,0,0,8,1
11998,54064,0,0.0,0,0,6,1
10022,147362,0,0.0,0,0,16,1
41812,10264,0,0.0,0,0,12,1
252899,252901,0,0.0,0,0,1,1
68399,22794,1,0.16666666666666666,1.4426950408889634,0.5,12,1
1988,23041,0,0.0,0,0,299,1
14602,179691,0,0.0,0,0,50,1
7926,17172,0,0.0,0,0,4,1
50901,26158,0,0.0,0,0,1804,1
278103,54222,0,0.0,0,0,19,1
106089,74036,1,0.1,0.35295612386476116,0.058823529411764705,24,1
2687,168721,0,0.0,0,0,40,1
23399,23940,2,0.13333333333333333,0.5839404885085159,0.06605691056910569,72,1
40973,93182,1,0.07692307692307693,0.9102392266268373,0.3333333333333333,33,1
332042,88993,1,0.3333333333333333,0.31066746727980593,0.04,4,1
40973,10121,0,0.0,0,0,22,1
10482,14463,0,0.0,0,0,1,1
75362,341363,0,0.0,0,0,1,1
3998,150036,0,0.0,0,0,990,1
78342,79557,1,0.3333333333333333,0.9102392266268373,0.3333333333333333,4,1
7468,13808,3,0.014150943396226415,2.5429657430233963,0.8214285714285714,1050,1
65904,134304,1,0.2,1.4426950408889634,0.5,8,1
2662,11830,2,0.04,1.6622881532641494,0.5105263157894737,192,1
376537,50901,0,0.0,0,0,44,1
74778,26092,0,0.0,0,0,16,1
349,383372,0,0.0,0,0,356,1
14577,63393,0,0.0,0,0,96,1
8775,8992,0,0.0,0,0,14,1
77574,50901,1,0.021739130434782608,0.23459420572161058,0.014084507042253521,132,1
2994,220940,0,0.0,0,0,68,1
2671,105267,0,0.0,0,0,42,1
12093,21282,0,0.0,0,0,1,1
33969,138758,1,0.14285714285714285,0.5581106265512472,0.16666666666666666,12,1
39853,28951,0,0.0,0,0,38,1
376582,382019,1,0.25,1.4426950408889634,0.5,6,1
1988,80881,0,0.0,0,0,897,1
115543,22779,1,0.09090909090909091,0.5581106265512472,0.16666666666666666,32,1
15210,83826,1,0.08333333333333333,0.45511961331341866,0.1111111111111111,22,1
68298,51816,0,0.0,0,0,6,1
1988,93153,0,0.0,0,0,299,1
33969,22482,1,0.14285714285714285,0.5581106265512472,0.16666666666666666,12,1
51806,157519,0,0.0,0,0,1,1
3998,96013,0,0.0,0,0,495,1
115315,21606,0,0.0,0,0,2,1
1988,59338,1,0.0033333333333333335,0.20815895490223127,0.00819672131147541,598,1
4905,97222,0,0.0,0,0,4,1
33800,1988,0,0.0,0,0,299,1
4259,77890,0,0.0,0,0,84,1
6072,16562,1,0.09090909090909091,1.4426950408889634,0.5,27,1
76777,91201,0,0.0,0,0,1,1
213,9741,0,0.0,0,0,88,1
62903,96655,0,0.0,0,0,8,1
4259,177746,0,0.0,0,0,588,1
16527,63271,1,0.020833333333333332,0.20093500109845577,0.006896551724137931,94,1
71953,8965,0,0.0,0,0,2,1
11792,88392,0,0.0,0,0,82,1
1988,28951,7,0.022508038585209004,5.030156734787838,1.6047619047619046,5681,1
