node1,node2,CN,JC,AA,RA,PA,label
99014,164831,0,0.0,0,0,66,1
143086,373102,21,0.875,6.492622178486439,0.8363469740011701,506,1
100359,367308,12,0.5454545454545454,4.46520770206393,0.8231837606837608,273,1
25670,320843,14,0.3181818181818182,3.7546235073848337,0.36550633152467,645,1
235244,315987,3,0.2727272727272727,0.9974378596178025,0.1583136327817179,48,1
117033,128834,0,0.0,0,0,203,1
168684,245752,3,0.23076923076923078,1.4733034554174869,0.39166666666666666,63,1
134231,138359,1,0.07142857142857142,0.35295612386476116,0.058823529411764705,54,1
2815,18102,1,0.06666666666666667,0.6213349345596119,0.2,60,1
132050,180154,2,0.18181818181818182,0.7358475015124737,0.13247863247863248,42,1
234947,60674,3,0.42857142857142855,1.923593387851951,0.625,24,1
328283,50788,12,0.3870967741935484,4.217299616324009,0.7063708350473057,390,1
72210,257017,33,0.27049180327868855,8.460019078710518,0.6931499164358562,4114,1
411382,326855,12,0.75,4.487832601803536,0.8291208791208791,195,1
11331,93284,0,0.0,0,0,153,1
142571,319831,54,0.8059701492537313,13.43623234828874,0.9713493666033197,3660,1
133705,261453,2,0.06666666666666667,0.713629884087002,0.1213235294117647,156,1
375424,194892,21,0.7241379310344828,6.511449538889827,0.8441109491564495,616,1
166528,121728,2,0.10526315789473684,0.6071655128254179,0.07729468599033816,110,1
229657,205150,9,0.6428571428571429,3.3781582625049054,0.6355540293040294,130,1
303615,286463,16,0.8888888888888888,5.712550978652552,0.9725490196078431,289,1
165355,257021,58,0.6987951807228916,13.849803641719427,0.8859017688576452,4838,1
101896,43214,2,0.05128205128205128,0.7467709326378398,0.14825581395348836,378,1
23569,258493,0,0.0,0,0,2,1
131520,318658,11,0.39285714285714285,4.216134231390596,0.8176638176638178,324,1
305408,256807,53,0.8688524590163934,13.163067804159084,0.9460226912152578,3245,1
78424,120841,6,0.18181818181818182,2.2075393870382154,0.40149544083367616,270,1
39693,50783,5,0.11627906976744186,1.849894884747648,0.3466070966070966,527,1
142095,178260,0,0.0,0,0,4,1
90873,260242,0,0.0,0,0,30,1
183508,25241,0,0.0,0,0,32,1
11711,180539,4,0.07692307692307693,1.5424718475818446,0.30564892623716156,384,1
29562,129333,3,0.5,1.308641227578278,0.3065998329156224,20,1
76060,50871,4,0.2222222222222222,1.8591933447837437,0.47222777222777224,121,1
40903,24801,0,0.0,0,0,108,1
70460,142707,0,0.0,0,0,30,1
133384,154551,2,0.13333333333333333,0.9924051084544989,0.26666666666666666,70,1
235547,81477,25,0.625,7.389272195521244,0.8529031786071948,1014,1
148355,26882,1,0.041666666666666664,0.3898712452512801,0.07692307692307693,154,1
81477,59367,9,0.19148936170212766,4.060519628565077,0.9825396825396824,663,1
4766,29371,3,0.1875,1.134308909936557,0.2135854341736695,88,1
177848,94829,1,0.045454545454545456,0.43429448190325176,0.1,130,1
86463,56317,6,0.10344827586206896,2.321091327256182,0.45660957400087837,799,1
43556,31883,37,0.9487179487179487,10.11627269690918,0.9548379744830171,1444,1
20696,124337,0,0.0,0,0,304,1
207211,223765,0,0.0,0,0,3,1
42130,130993,3,0.08108108108108109,1.1207595883861758,0.20787545787545786,256,1
366665,380141,7,0.7777777777777778,3.366288428740915,0.875,64,1
362437,143086,21,0.875,6.49262217848644,0.8363469740011701,506,1
361636,361663,53,0.9636363636363636,13.156475583720134,0.9441166249024118,2916,1
5603,13152,0,0.0,0,0,36,1
33053,63464,0,0.0,0,0,55,1
286312,321181,13,0.203125,3.463271059638037,0.3717187272124936,882,1
71531,54986,6,0.3,2.245945658218907,0.42357632048034527,160,1
359182,359452,23,0.92,7.23314303705055,0.9566666666666663,576,1
307090,286353,58,0.9206349206349206,13.834430959111259,0.8819678585508,3658,1
151485,128043,11,0.5,4.25341576192303,0.8321751777634131,252,1
122059,94019,2,0.2857142857142857,1.365358839940256,0.4444444444444444,18,1
154821,128043,11,0.5,4.25341576192303,0.8321751777634131,252,1
320839,353858,53,0.8833333333333333,13.161919920349298,0.9456859908785575,3186,1
69457,41755,5,0.16129032258064516,1.9325663520608667,0.3834267040149393,260,1
108170,403496,14,0.7777777777777778,5.00977791599382,0.8576470588235294,255,1
109072,89955,0,0.0,0,0,3,1
26054,26358,1,0.047619047619047616,1.4426950408889634,0.5,40,1
41807,94250,2,0.07407407407407407,1.039008973514235,0.29166666666666663,208,1
46948,182146,0,0.0,0,0,21,1
99125,351271,20,0.9090909090909091,6.338119966085269,0.8596338837718149,441,1
34975,45708,2,0.04081632653061224,0.6481890120586089,0.09775641025641026,344,1
361526,311768,18,0.8181818181818182,5.987713371462867,0.8912565504670764,399,1
112650,184374,25,0.5681818181818182,7.3997741557959715,0.8569012130930342,1148,1
7166,60273,2,0.07142857142857142,0.6758709127539544,0.10722610722610723,216,1
165128,8300,0,0.0,0,0,24,1
136962,85178,12,0.4444444444444444,4.455001068899268,0.8163614163614163,378,1
213105,63992,12,0.5714285714285714,4.414190434583464,0.7973137973137974,270,1
403389,212767,10,0.2702702702702703,4.105053558335201,0.8756243756243758,396,1
145390,145394,15,0.8823529411764706,5.4101064033336135,0.9375,256,1
286325,257020,59,0.7108433734939759,14.142017043073247,0.91844231924948,4920,1
12481,13592,0,0.0,0,0,8,1
55100,23066,1,0.03333333333333333,0.7213475204444817,0.25,168,1
130537,130540,10,0.8333333333333334,3.988344529011221,0.8185498711814503,121,1
68688,26477,2,0.14285714285714285,0.7699885152890075,0.1497326203208556,55,1
406022,324955,12,0.8,4.4781787931824395,0.8243589743589743,182,1
199059,257021,81,0.9204545454545454,20.208591330635798,1.5058324750853211,7134,1
278703,360372,10,0.8333333333333334,4.10795810884467,0.8772727272727274,121,1
145043,114734,1,0.09090909090909091,0.48089834696298783,0.125,35,1
144328,221738,1,0.2,0.4170323914242463,0.09090909090909091,8,1
325537,325540,9,0.6923076923076923,3.5855887323724662,0.7504524886877828,120,1
75105,24198,5,0.21739130434782608,1.5925478416291576,0.22466004907042642,160,1
101691,173058,0,0.0,0,0,2,1
46632,257284,2,0.07142857142857142,1.2631953504915985,0.39215686274509803,125,1
154991,254219,0,0.0,0,0,4,1
180343,182505,3,0.3333333333333333,1.5457365068267555,0.42777777777777776,35,1
88255,28595,0,0.0,0,0,12,1
220233,91186,0,0.0,0,0,18,1
312653,288899,3,0.25,0.8733923815653912,0.09940476190476191,54,1
69043,196210,2,0.25,1.039008973514235,0.29166666666666663,24,1
161864,161867,9,0.47368421052631576,3.597687680565464,0.7384615384615384,180,1
3992,39489,2,0.1,0.9037695876210308,0.21978021978021978,120,1
123846,26232,4,0.2857142857142857,2.404367813454491,0.7361111111111112,65,1
117076,64687,0,0.0,0,0,35,1
197407,132642,1,0.14285714285714285,0.3789231816899512,0.07142857142857142,16,1
181710,23737,3,0.06976744186046512,1.2023628788248215,0.258578431372549,360,1
40875,97006,0,0.0,0,0,2,1
105781,56619,3,0.08823529411764706,1.5941161274398539,0.4583333333333333,330,1
33969,31149,0,0.0,0,0,80,1
77029,14994,1,0.2,0.5581106265512472,0.16666666666666666,8,1
77172,154850,3,0.14285714285714285,1.1897692551237051,0.25008325008325005,140,1
174083,154161,19,0.7916666666666666,5.837029741679796,0.738663434568205,462,1
41449,44863,0,0.0,0,0,63,1
98424,86970,2,0.3333333333333333,1.4683498531780845,0.5,15,1
286182,286457,14,0.7777777777777778,4.957698983310748,0.8313725490196079,255,1
154898,287853,8,0.6666666666666666,3.246122566342173,0.6825757575757576,100,1
320933,320935,15,0.8823529411764706,4.91266215456858,0.7173629548590849,256,1
88795,65241,11,0.6111111111111112,3.8775470103093714,0.6530801785597182,204,1
40341,123854,1,0.08333333333333333,0.2442393366759723,0.016666666666666666,22,1
77225,91011,0,0.0,0,0,252,1
13263,113097,9,0.23684210526315788,3.089463183299221,0.4972323875786874,462,1
168266,185617,10,0.7142857142857143,4.09926777907941,0.8737373737373739,143,1
77935,97916,2,0.05405405405405406,0.8044138001116603,0.17045454545454547,198,1
319828,320843,14,0.23333333333333334,3.775250031249855,0.37181299293578546,885,1
270037,257778,9,0.25,3.7581185366943455,0.8216783216783217,350,1
297152,315543,37,0.9487179487179487,10.11627269690918,0.9548379744830171,1444,1
361802,351271,20,0.9090909090909091,6.338119966085269,0.8596338837718149,441,1
38154,30628,12,0.5,4.821334922323634,1.0204382763206292,323,1
361662,238123,53,0.9636363636363636,13.156475583720134,0.9441166249024118,2916,1
143835,286366,37,0.925,10.118221854242275,0.9555127383156756,1482,1
204410,181968,12,0.8,4.526468361500504,0.84757326007326,182,1
210783,260615,6,0.3157894736842105,2.885390081777927,0.75,126,1
197813,90297,7,0.2,2.797068820015757,0.5945378151260504,440,1
177580,247861,8,0.6153846153846154,3.1947103098904095,0.6609991315873669,108,1
60819,96804,14,0.8235294117647058,5.161175610117357,0.9291666666666666,240,1
114308,225051,1,0.03225806451612903,0.26269731101386307,0.022222222222222223,231,1
230952,146401,25,0.7352941176470589,7.376230948427966,0.8482411739451903,858,1
70467,189158,2,0.16666666666666666,0.9479818718025272,0.24358974358974358,49,1
41660,50254,1,0.07142857142857142,0.9102392266268373,0.3333333333333333,54,1
38154,50730,10,0.2777777777777778,3.691432409535256,0.6755581020286903,513,1
289807,323356,17,0.8947368421052632,5.799989491710868,0.907471577494461,324,1
47841,82500,2,0.13333333333333333,0.8194619958060909,0.17424242424242425,52,1
66188,135472,0,0.0,0,0,12,1
407335,212767,10,0.2702702702702703,4.105053558335201,0.8756243756243758,396,1
113586,113587,0,0.0,0,0,98,1
286314,286342,58,0.9666666666666667,13.831483767826109,0.8811477382664916,3481,1
127915,127994,6,0.75,2.9301654720709944,0.7767857142857142,49,1
34971,20168,0,0.0,0,0,108,1
257023,30815,81,0.8709677419354839,20.211589302841016,1.5065303065697235,7568,1
59600,162857,7,0.2692307692307692,2.780441644264839,0.5779615774296625,230,1
32925,5945,0,0.0,0,0,150,1
229989,26497,33,0.868421052631579,8.391597381013785,0.6743873522187466,1258,1
44701,22449,1,0.058823529411764705,0.3898712452512801,0.07692307692307693,72,1
73169,18656,2,0.08695652173913043,0.7923008496331247,0.16025641025641024,144,1
41329,107723,0,0.0,0,0,306,1
229639,113659,25,0.8620689655172413,7.362128987430228,0.8428299185339349,728,1
230860,309177,16,0.8888888888888888,5.476165997558011,0.8721142419671832,289,1
267078,108199,18,0.6923076923076923,6.007329200971568,0.8998405103668259,480,1
328304,323354,17,0.8947368421052632,5.799989491710868,0.907471577494461,324,1
183443,60804,6,0.4,2.5358911269206863,0.5666666666666667,108,1
52030,85156,1,0.16666666666666666,0.45511961331341866,0.1111111111111111,10,1
204520,204522,11,0.8461538461538461,4.289534547393,0.8493006993006994,144,1
8930,48045,2,0.05405405405405406,0.9605402309330919,0.25,290,1
213180,149082,3,0.14285714285714285,0.9911318545393406,0.14545454545454545,80,1
21596,24459,0,0.0,0,0,63,1
263014,322906,7,0.25,2.7555316440511914,0.5584045584045584,250,1
34263,256648,13,0.2765957446808511,4.524770090111129,0.7491714403479108,704,1
73744,129761,1,0.037037037037037035,0.31465798044412485,0.041666666666666664,132,1
366744,366745,11,0.8461538461538461,3.942746519919736,0.6868028542951143,144,1
38231,92244,3,0.057692307692307696,1.3955244220696703,0.354978354978355,736,1
318658,318665,16,0.5714285714285714,5.602664700037999,0.924216965238637,459,1
39420,105488,2,0.029850746268656716,1.000258116249563,0.27142857142857146,684,1
11492,26854,12,0.36363636363636365,4.0723250551504515,0.6399993857191999,500,1
257368,257369,11,0.8461538461538461,4.289534547393,0.8493006993006993,144,1
184506,187709,2,0.2,0.7553857282466059,0.14215686274509803,35,1
87366,155215,0,0.0,0,0,121,1
140281,241564,1,0.06666666666666667,0.6213349345596119,0.2,55,1
174700,286348,61,0.6559139784946236,15.148457504665254,1.1819607258909197,5760,1
109145,18285,2,0.0425531914893617,0.8340427950033699,0.18253968253968253,490,1
17387,83928,1,0.043478260869565216,0.2790553132756236,0.027777777777777776,140,1
279245,361659,53,0.9636363636363636,13.156475583720134,0.944116624902412,2916,1
19267,294880,3,0.06976744186046512,1.1779531033944632,0.2423611111111111,360,1
27820,61608,3,0.2727272727272727,1.2683592647517443,0.28181818181818186,48,1
665,12811,9,0.6923076923076923,3.4671799136495656,0.6770113658271552,120,1
206634,225557,23,0.46,7.450541390182841,1.0694543898604003,1200,1
21047,64792,1,0.02564102564102564,0.7213475204444817,0.25,231,1
55896,56935,0,0.0,0,0,20,1
41986,23130,1,0.05263157894736842,0.35295612386476116,0.058823529411764705,96,1
177459,129404,3,0.14285714285714285,1.4076366990527132,0.3575757575757576,143,1
286476,360358,25,0.8333333333333334,7.451760512501101,0.8745469927964362,754,1
319610,319611,10,0.8333333333333334,4.153362662219648,0.9056818181818181,121,1
174999,159564,4,0.3333333333333333,1.88131375663672,0.47777777777777775,63,1
167935,323892,6,0.3333333333333333,2.419717296070666,0.5087662337662338,140,1
212767,130523,4,0.10526315789473684,2.1114768819453245,0.5983516483516483,216,1
15348,121656,0,0.0,0,0,18,1
56732,159901,0,0.0,0,0,16,1
101896,70601,1,0.02564102564102564,0.318928988903801,0.043478260869565216,364,1
4496,286397,58,0.8529411764705882,13.838900316156582,0.8831715176745363,3953,1
204754,204761,16,0.7619047619047619,5.613025527055822,0.9251805985552117,340,1
15568,15973,7,0.30434782608695654,3.236976796384698,0.8064975721952465,209,1
361665,360070,53,0.9636363636363636,13.156475583720134,0.9441166249024118,2916,1
9126,58631,1,0.043478260869565216,0.5138983423697507,0.14285714285714285,140,1
141977,129195,2,0.05405405405405406,0.8979307383872341,0.2159090909090909,224,1
120312,63374,37,0.8222222222222222,10.127456435293295,0.9586600296208617,1680,1
403515,403517,6,0.75,3.0503900588117414,0.8392857142857142,49,1
230137,45708,0,0.0,0,0,16,1
44729,28568,2,0.043478260869565216,0.8894140952166705,0.2111111111111111,351,1
53909,60373,0,0.0,0,0,140,1
100769,213547,4,0.26666666666666666,1.8461235626602366,0.45876623376623377,84,1
334607,305251,53,0.8833333333333333,13.162092935249607,0.9457526594331832,3192,1
102411,27821,0,0.0,0,0,55,1
93917,32227,0,0.0,0,0,14,1
12605,85428,0,0.0,0,0,140,1
359495,359493,11,0.8461538461538461,4.2214323105421885,0.8230311355311356,144,1
59600,65311,5,0.10204081632653061,1.692318329419927,0.26405348464171996,713,1
232881,150110,1,0.25,1.4426950408889634,0.5,6,1
47048,29979,5,0.18518518518518517,1.7480493384781361,0.2917989417989418,256,1
2528,6729,10,0.5882352941176471,3.659513595573869,0.6627369184120974,180,1
145387,145394,15,0.8823529411764706,5.4101064033336135,0.9375,256,1
50788,287692,14,0.42424242424242425,5.061118374386054,0.8923025503907855,510,1
2757,20739,0,0.0,0,0,138,1
104691,96791,14,0.875,5.152579997270743,0.9249999999999998,225,1
108170,318697,15,0.8333333333333334,5.420803133222279,0.9451470588235295,272,1
21825,27627,3,0.057692307692307696,1.4176679299907815,0.3626373626373626,624,1
134068,6649,1,0.0625,0.7213475204444817,0.25,72,1
47324,97520,14,0.5833333333333334,4.754300438799886,0.7468387892300934,345,1
192949,31174,3,0.23076923076923078,1.2497458438822244,0.27533577533577536,55,1
286344,257020,58,0.6987951807228916,13.849803641719426,0.8859017688576449,4838,1
36104,112879,0,0.0,0,0,414,1
12463,29304,1,0.09090909090909091,0.6213349345596119,0.2,32,1
286308,286304,59,0.9516129032258065,14.125685949681495,0.9142439985777489,3660,1
7008,45164,2,0.0625,0.8065361249497164,0.1845238095238095,285,1
304902,10160,1,0.07142857142857142,0.28853900817779266,0.03125,44,1
334607,238123,53,0.9298245614035088,13.15874048376066,0.9447780005637876,3024,1
54144,87983,1,0.125,0.7213475204444817,0.25,18,1
208294,96241,2,0.18181818181818182,1.224897207070962,0.375,36,1
286584,291725,16,0.8888888888888888,5.647297981836177,0.9411764705882354,289,1
328303,116360,17,0.8947368421052632,5.799989491710868,0.907471577494461,324,1
132780,94829,1,0.058823529411764705,0.43429448190325176,0.1,65,1
33700,277736,37,0.925,10.118221854242275,0.9555127383156756,1482,1
176587,162854,0,0.0,0,0,25,1
123343,58559,1,0.1111111111111111,0.6213349345596119,0.2,25,1
103342,19196,0,0.0,0,0,16,1
98458,122123,0,0.0,0,0,228,1
165126,41815,11,0.22,4.203733774105874,0.8295194745578378,690,1
184851,258808,0,0.0,0,0,3,1
62766,326378,0,0.0,0,0,88,1
87385,162511,0,0.0,0,0,6,1
170242,144052,1,0.1,1.4426950408889634,0.5,24,1
5659,182988,3,0.2,1.4934869392972767,0.40202020202020206,80,1
307088,30815,58,0.6590909090909091,13.853236772087588,0.8867514697078265,5160,1
169099,209215,2,0.2,1.1162212531024944,0.3333333333333333,35,1
150594,54096,3,0.3,1.5141564586193137,0.41428571428571426,36,1
36686,63429,1,0.05555555555555555,0.6213349345596119,0.2,88,1
184374,128581,1,0.02631578947368421,0.2790553132756236,0.027777777777777776,308,1
168970,203035,14,0.7368421052631579,4.955505124115515,0.8375816993464051,270,1
4396,51488,0,0.0,0,0,8,1
41754,83119,0,0.0,0,0,42,1
157265,125407,0,0.0,0,0,66,1
43556,130279,37,0.8043478260869565,10.12848296363781,0.958931541734479,1710,1
184389,222236,1,0.2,0.30692767643013485,0.038461538461538464,8,1
361653,361659,53,0.9636363636363636,13.156475583720134,0.944116624902412,2916,1
319057,319066,13,0.8666666666666667,4.926001361969367,0.9285714285714283,196,1
81573,24748,2,0.18181818181818182,1.279458146995729,0.41666666666666663,42,1
266575,212779,5,0.38461538461538464,2.0113416476618453,0.4196428571428571,72,1
67595,119275,4,0.3076923076923077,2.171850669565358,0.6333333333333333,70,1
374560,359801,23,0.92,7.23314303705055,0.9566666666666663,576,1
90174,93711,3,0.17647058823529413,1.1909501452226068,0.24354066985645934,99,1
186001,189966,10,0.8333333333333334,4.072496936471149,0.8606060606060608,121,1
168094,71624,3,0.42857142857142855,1.7161442097772202,0.5178571428571428,25,1
34877,25843,0,0.0,0,0,135,1
111933,83453,0,0.0,0,0,299,1
141841,286349,58,0.6590909090909091,13.852811205823933,0.8866026379353014,5133,1
297968,56290,15,0.375,5.011095525343012,0.7597803722765023,666,1
100335,75900,4,0.2,1.930814649609145,0.503968253968254,140,1
265958,333187,9,0.6428571428571429,3.649513705505794,0.7733266733266733,130,1
204023,60674,0,0.0,0,0,42,1
35213,79230,1,0.024390243902439025,0.2769378934088574,0.02702702702702703,297,1
309914,62521,0,0.0,0,0,36,1
39313,112447,1,0.030303030303030304,0.48089834696298783,0.125,289,1
4840,13798,0,0.0,0,0,64,1
169351,5945,0,0.0,0,0,225,1
157220,130772,25,0.7352941176470589,7.3781699841921995,0.8491896507557359,870,1
139368,108911,1,0.25,0.5581106265512472,0.16666666666666666,6,1
6765,120912,1,0.1111111111111111,0.6213349345596119,0.2,21,1
286325,286356,58,0.9508196721311475,13.832490492959968,0.8814302241421977,3540,1
34916,25573,7,0.4666666666666667,2.8242189150694887,0.5979984628897672,120,1
361656,333294,53,0.9298245614035088,13.15874048376066,0.9447780005637875,3024,1
99462,111457,12,0.75,4.720403871395601,0.9623862696443343,195,1
65725,34192,0,0.0,0,0,12,1
294937,165355,58,0.9666666666666667,13.83148376782611,0.8811477382664916,3481,1
261807,261808,11,0.8461538461538461,4.353745744991315,0.8802521008403361,144,1
236500,327126,14,0.875,5.033269375357776,0.8783730158730159,225,1
229989,7236,33,0.8918918918918919,8.389479961147018,0.6736366014679958,1224,1
33223,184285,0,0.0,0,0,30,1
286314,286344,58,0.9666666666666667,13.831483767826109,0.8811477382664916,3481,1
22625,56996,1,0.017857142857142856,0.4170323914242463,0.09090909090909091,602,1
33277,15737,5,0.07575757575757576,2.0171174500183384,0.4281746031746032,1170,1
230761,183285,23,0.8214285714285714,7.401931480560036,1.051826184732195,650,1
113288,88795,11,0.7857142857142857,3.8406318889228523,0.634980631048406,156,1
167753,113455,1,0.16666666666666666,0.9102392266268373,0.3333333333333333,12,1
190931,191899,1,0.25,0.5581106265512472,0.16666666666666666,6,1
110587,56636,0,0.0,0,0,126,1
174700,286345,58,0.6373626373626373,13.854498208020129,0.8869857796977534,5310,1
328711,328712,8,0.8,3.5576563808666815,0.8444444444444446,81,1
112994,58171,5,0.3333333333333333,2.059150923605796,0.44338341397164927,96,1
76299,58171,4,0.23529411764705882,1.7319735333906041,0.39844877344877344,108,1
38911,51194,1,0.045454545454545456,0.43429448190325176,0.1,60,1
87027,185423,3,0.13043478260869565,1.0259540879872961,0.16233766233766234,160,1
196620,229658,1,0.06666666666666667,0.28853900817779266,0.03125,39,1
134652,41400,0,0.0,0,0,25,1
11711,116944,2,0.03225806451612903,0.6693710015692682,0.10238095238095238,768,1
133891,294492,4,0.5714285714285714,1.9021312913950248,0.49816017316017314,30,1
359803,360082,23,0.92,7.23314303705055,0.9566666666666663,576,1
38812,184374,25,0.5952380952380952,7.396098243450964,0.8556504313544475,1092,1
39889,32276,2,0.14285714285714285,0.7872506057680129,0.1588235294117647,63,1
318754,319303,12,0.8571428571428571,4.759938381534259,0.9650349650349652,169,1
114921,85128,0,0.0,0,0,10,1
199873,109414,4,0.15384615384615385,1.6681075778518624,0.3643578643578643,221,1
33605,32476,4,0.5,2.240416353450449,0.6692982456140351,35,1
70493,93511,0,0.0,0,0,286,1
49669,60033,1,0.1,0.2790553132756236,0.027777777777777776,24,1
44906,56916,2,0.15384615384615385,1.0556294164628637,0.30000000000000004,44,1
37204,14946,3,0.08823529411764706,1.0095998474057608,0.15437908496732025,330,1
296857,277736,37,0.9487179487179487,10.11627269690918,0.9548379744830171,1444,1
96797,96803,14,0.875,5.152579997270742,0.9249999999999999,225,1
67024,286323,60,0.7058823529411765,14.417191685318121,0.9446469289806794,5124,1
67467,6371,3,0.375,1.5903528902427813,0.45396825396825397,30,1
206634,76105,24,0.6,7.99401136313202,1.2313133642193745,975,1
361801,361850,20,0.9090909090909091,6.338119966085269,0.8596338837718149,441,1
100359,84026,12,0.5217391304347826,4.476155765625258,0.8286782661782662,294,1
71397,253884,2,0.2222222222222222,1.4683498531780845,0.5,28,1
6782,147024,1,0.08333333333333333,0.2710850306818168,0.025,42,1
45852,183517,1,0.030303030303030304,0.31066746727980593,0.04,225,1
133131,92235,1,0.07692307692307693,0.4170323914242463,0.09090909090909091,45,1
32926,27286,1,0.02,0.48089834696298783,0.125,270,1
6473,30859,0,0.0,0,0,10,1
67739,44782,18,0.391304347826087,5.620865701123789,0.7394705002599739,1023,1
107687,107888,0,0.0,0,0,1,1
367359,142895,11,0.7857142857142857,4.233990669672752,0.8294413919413919,156,1
328283,275758,12,0.6666666666666666,4.158357596254454,0.6808806389688742,221,1
280299,252812,5,0.29411764705882354,1.8463468653442752,0.3333333333333333,105,1
73968,11685,1,0.05555555555555555,0.48089834696298783,0.125,90,1
242001,326262,1,0.3333333333333333,1.4426950408889634,0.5,4,1
72413,29988,3,0.25,1.2925067369549121,0.30238095238095236,54,1
98415,66519,1,0.25,1.4426950408889634,0.5,6,1
213105,85178,12,0.5714285714285714,4.414190434583464,0.7973137973137974,270,1
286353,225902,58,0.9206349206349206,13.834430959111259,0.8819678585508,3658,1
40151,26526,1,0.04,0.32351545314867247,0.045454545454545456,169,1
231594,57571,1,0.019230769230769232,0.3459762562611936,0.05555555555555555,102,1
120022,61148,0,0.0,0,0,63,1
86463,97838,2,0.0392156862745098,0.5064353183740546,0.038688282977155486,282,1
96795,96804,14,0.875,5.152579997270742,0.9249999999999999,225,1
231995,153413,19,0.8636363636363636,6.34235581321135,0.9500000000000003,420,1
142571,82316,53,0.803030303030303,13.168320553475366,0.9475188400061532,3538,1
66384,17127,0,0.0,0,0,30,1
166528,30626,2,0.08695652173913043,0.9825367770087059,0.2717391304347826,150,1
48756,83205,6,0.6666666666666666,2.9843900679982163,0.8035714285714286,56,1
368249,54168,5,0.3333333333333333,1.995739532875562,0.4269638957138957,100,1
238416,91910,4,0.11764705882352941,2.174242250443598,0.6345238095238095,165,1
99502,243564,3,0.14285714285714285,1.648727520064584,0.48333333333333334,119,1
66305,94044,6,0.16216216216216217,2.251101704544801,0.42378079436902966,352,1
273647,52067,0,0.0,0,0,9,1
314592,257685,15,0.8333333333333334,5.1123390369082315,0.8048726986807482,272,1
297145,297153,37,0.9487179487179487,10.116272696909178,0.9548379744830171,1444,1
374242,51230,16,0.3902439024390244,5.463996466227402,0.8609536776096879,680,1
146089,53957,2,0.10526315789473684,1.072008968920998,0.30952380952380953,98,1
77324,320907,19,0.7037037037037037,5.848268056456051,0.7432754891802598,520,1
47438,57294,1,0.03225806451612903,0.5138983423697507,0.14285714285714285,207,1
67677,320907,19,0.6333333333333333,5.858221528512816,0.7472542690211084,580,1
121742,286315,58,0.7945205479452054,13.843697204484918,0.8844956702169091,4288,1
318734,319327,15,0.5555555555555556,5.445547050494552,0.9547619047619047,416,1
34562,110119,1,0.06666666666666667,0.48089834696298783,0.125,48,1
48345,98191,0,0.0,0,0,21,1
229455,232760,19,0.9047619047619048,6.337006351269067,0.9476190476190478,400,1
54741,58489,2,0.1,0.7923008496331247,0.16025641025641024,117,1
269301,89450,5,0.38461538461538464,2.2682716975429793,0.5541666666666666,80,1
25689,29821,2,0.07692307692307693,0.6307824050687041,0.08448275862068966,171,1
35505,69284,1,0.09090909090909091,0.7213475204444817,0.25,35,1
35874,144002,0,0.0,0,0,18,1
318660,319247,16,0.8888888888888888,5.553121651715517,0.9024304728639092,289,1
79471,277756,6,0.75,2.21749765929409,0.4192640692640693,49,1
42253,43182,7,0.25,2.8308719861918736,0.604355293828978,304,1
96317,65307,0,0.0,0,0,35,1
43465,130136,2,0.16666666666666666,0.9924051084544989,0.26666666666666666,45,1
4018,20901,0,0.0,0,0,16,1
46806,47561,0,0.0,0,0,90,1
66206,206773,14,0.6666666666666666,4.967673179681374,0.8431372549019607,300,1
361525,361529,18,0.9,5.976548838320809,0.8862440191387557,361,1
79584,83115,2,0.08333333333333333,0.6978521705937522,0.11490683229813664,153,1
151669,130772,25,0.8064516129032258,7.3687710124451264,0.8454859470520323,783,1
39288,12685,0,0.0,0,0,16,1
328716,282215,8,0.7272727272727273,3.578481512276848,0.8555555555555556,90,1
255503,60632,1,0.06666666666666667,0.30341307554227914,0.037037037037037035,55,1
143967,187126,2,0.3333333333333333,0.5772063437226368,0.06256109481915934,15,1
79526,58027,1,0.047619047619047616,0.6213349345596119,0.2,105,1
406169,323912,10,0.7142857142857143,3.9417612011072327,0.7948375154257507,144,1
79491,160046,5,0.18518518518518517,2.671684009095433,0.7484848484848484,220,1
108292,20281,2,0.25,0.7185464535850599,0.12406015037593984,24,1
305407,361659,53,0.8688524590163934,13.162926645483155,0.9459684767542637,3240,1
165415,79223,3,0.375,1.4292473807245687,0.3761904761904762,30,1
3966,26617,1,0.04,0.4170323914242463,0.09090909090909091,133,1
36270,40804,10,0.7692307692307693,4.719378747494791,1.2052521008403363,132,1
149082,287631,18,0.782608695652174,5.993528442662641,0.8938881294144447,420,1
66229,55121,1,0.05555555555555555,0.267546386419054,0.023809523809523808,60,1
68733,177459,2,0.07692307692307693,0.8340647828484926,0.18181818181818182,195,1
189517,62591,17,0.8095238095238095,5.6847164299163,0.8566437503508442,360,1
150038,59600,9,0.32142857142857145,4.292226852083089,1.1031135531135532,322,1
65725,95261,0,0.0,0,0,42,1
40608,91420,0,0.0,0,0,45,1
286312,257018,59,0.6704545454545454,14.146127407907715,0.9195263300895886,5292,1
237109,84775,18,0.35294117647058826,5.620716753388438,0.7381427061902442,1080,1
197128,197129,1,0.25,0.6213349345596119,0.2,6,1
101201,97107,2,0.10526315789473684,0.7066500164834344,0.11805555555555555,80,1
169482,87978,9,0.42857142857142855,3.462727047747245,0.6785485347985347,224,1
230802,86702,9,0.75,3.891388246650261,0.8909090909090908,110,1
2743,22902,0,0.0,0,0,156,1
146794,87047,1,0.04,0.48089834696298783,0.125,168,1
